"model","logloss"
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.173832601082876
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + sex + apoe_binary",0.173356912732981
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.170933740119416
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + time_diff + sex + apoe_binary",0.174096005153346
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.171529292328429
"amyloid_binary ~ ptau231 + pTau217 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.171088586769985
"amyloid_binary ~ ptau231 + pTau217 + age_at_appointment + time_diff + sex + apoe_binary",0.179335175872535
"amyloid_binary ~ ptau231 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.176693809531215
"amyloid_binary ~ ptau231 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.176319311831684
"amyloid_binary ~ ptau231 + pTau217 + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.1773242243533
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_binary",0.262262769066321
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + time_diff + apoe_binary",0.26896022964065
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + sex + apoe_binary",0.271461232600825
"amyloid_binary ~ ptau231 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.269926157017763
"amyloid_binary ~ ptau231 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary",0.280640249823985
"amyloid_binary ~ ptau231 + GFAP + NFL + age_at_appointment + sex + apoe_binary",0.282451596058127
"amyloid_binary ~ ptau231 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.281245159853154
"amyloid_binary ~ ptau231 + GFAP + NFL + time_diff + sex + apoe_binary",0.294691455766341
"amyloid_binary ~ ptau231 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_binary",0.291055839209857
"amyloid_binary ~ ptau231 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary",0.296067431748247
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.26845437118414
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary",0.269130460097817
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.268740084208955
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + time_diff + sex + apoe_binary",0.272153593547812
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.271124976481529
"amyloid_binary ~ ptau231 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.273093354534482
"amyloid_binary ~ ptau231 + GFAP + age_at_appointment + time_diff + sex + apoe_binary",0.285915321833733
"amyloid_binary ~ ptau231 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.2847736151871
"amyloid_binary ~ ptau231 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.28643516444624
"amyloid_binary ~ ptau231 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.29271845353197
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.273504088868769
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary",0.273993206338176
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.27278934988736
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + time_diff + sex + apoe_binary",0.281877505757333
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.279333478525985
"amyloid_binary ~ ptau231 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.281343235727796
"amyloid_binary ~ ptau231 + NFL + age_at_appointment + time_diff + sex + apoe_binary",0.288710882984418
"amyloid_binary ~ ptau231 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.286380067310417
"amyloid_binary ~ ptau231 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.287884720078744
"amyloid_binary ~ ptau231 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.298413507702539
"amyloid_binary ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary",0.275125623981373
"amyloid_binary ~ ptau231 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.273995012105315
"amyloid_binary ~ ptau231 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.274700013409606
"amyloid_binary ~ ptau231 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.280358163088036
"amyloid_binary ~ ptau231 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.288389145406177
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Ab_ratio + apoe_binary",0.160473306114728
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + age_at_appointment + apoe_binary",0.167571453313431
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + time_diff + apoe_binary",0.170407664769969
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + sex + apoe_binary",0.17003170991974
"amyloid_binary ~ ptau181 + pTau217 + GFAP + NFL + Calculated_Consensus_dx + apoe_binary",0.167011058231265
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + apoe_binary",0.163984403325137
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + apoe_binary",0.164706374103177
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + sex + apoe_binary",0.164059175706193
"amyloid_binary ~ ptau181 + pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.160935419993124
"amyloid_binary ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + apoe_binary",0.174196767200641
"amyloid_binary ~ ptau181 + pTau217 + GFAP + age_at_appointment + sex + apoe_binary",0.173610024778136
"amyloid_binary ~ ptau181 + pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.170504538296641
"amyloid_binary ~ ptau181 + pTau217 + GFAP + time_diff + sex + apoe_binary",0.174828128453797
"amyloid_binary ~ ptau181 + pTau217 + GFAP + time_diff + Calculated_Consensus_dx + apoe_binary",0.171577962496805
"amyloid_binary ~ ptau181 + pTau217 + GFAP + sex + Calculated_Consensus_dx + apoe_binary",0.17112247091522
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + apoe_binary",0.165547445630477
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + time_diff + apoe_binary",0.16684061218484
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + sex + apoe_binary",0.166365204616528
"amyloid_binary ~ ptau181 + pTau217 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.163829246240562
"amyloid_binary ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + apoe_binary",0.172264855265185
"amyloid_binary ~ ptau181 + pTau217 + NFL + age_at_appointment + sex + apoe_binary",0.171718438230631
"amyloid_binary ~ ptau181 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.16892364283273
"amyloid_binary ~ ptau181 + pTau217 + NFL + time_diff + sex + apoe_binary",0.174529637072845
"amyloid_binary ~ ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_binary",0.171745776144384
"amyloid_binary ~ ptau181 + pTau217 + NFL + sex + Calculated_Consensus_dx + apoe_binary",0.171405106305033
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.167628595428108
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + sex + apoe_binary",0.167160173351175
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.164305579208836
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + time_diff + sex + apoe_binary",0.168133411896209
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.165191894860186
"amyloid_binary ~ ptau181 + pTau217 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.164800234366231
"amyloid_binary ~ ptau181 + pTau217 + age_at_appointment + time_diff + sex + apoe_binary",0.175465972271902
"amyloid_binary ~ ptau181 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.17238415045408
"amyloid_binary ~ ptau181 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.172014934530122
"amyloid_binary ~ ptau181 + pTau217 + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.173498398227584
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_binary",0.276942961351532
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + time_diff + apoe_binary",0.280780004642489
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + sex + apoe_binary",0.283307749070074
"amyloid_binary ~ ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.282685418167435
"amyloid_binary ~ ptau181 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary",0.291128105345651
"amyloid_binary ~ ptau181 + GFAP + NFL + age_at_appointment + sex + apoe_binary",0.293293651853336
"amyloid_binary ~ ptau181 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.292687147054771
"amyloid_binary ~ ptau181 + GFAP + NFL + time_diff + sex + apoe_binary",0.298688238947536
"amyloid_binary ~ ptau181 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_binary",0.297530305467854
"amyloid_binary ~ ptau181 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary",0.302758878614883
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.278872706479579
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary",0.279784044624437
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.279600606959656
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + time_diff + sex + apoe_binary",0.281679925179159
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.281259734064882
"amyloid_binary ~ ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.283779191012907
"amyloid_binary ~ ptau181 + GFAP + age_at_appointment + time_diff + sex + apoe_binary",0.293182154959871
"amyloid_binary ~ ptau181 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.29267015305271
"amyloid_binary ~ ptau181 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.295013715903221
"amyloid_binary ~ ptau181 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.298390500220072
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.285649213873825
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary",0.286387954118012
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.285814420013967
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + time_diff + sex + apoe_binary",0.291765759102693
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.290473932335425
"amyloid_binary ~ ptau181 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.292678657062523
"amyloid_binary ~ ptau181 + NFL + age_at_appointment + time_diff + sex + apoe_binary",0.297741050201124
"amyloid_binary ~ ptau181 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.296522912564185
"amyloid_binary ~ ptau181 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.298502599192053
"amyloid_binary ~ ptau181 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.305344483002153
"amyloid_binary ~ ptau181 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary",0.286596418286532
"amyloid_binary ~ ptau181 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.285777712115112
"amyloid_binary ~ ptau181 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.286838421591302
"amyloid_binary ~ ptau181 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.292290403336792
"amyloid_binary ~ ptau181 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.297662067080633
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_binary",0.16488497533474
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + time_diff + apoe_binary",0.166348621065575
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + sex + apoe_binary",0.165989637277956
"amyloid_binary ~ pTau217 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.163354256695189
"amyloid_binary ~ pTau217 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary",0.171036109943217
"amyloid_binary ~ pTau217 + GFAP + NFL + age_at_appointment + sex + apoe_binary",0.170523205650502
"amyloid_binary ~ pTau217 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.167353059487485
"amyloid_binary ~ pTau217 + GFAP + NFL + time_diff + sex + apoe_binary",0.17309113526941
"amyloid_binary ~ pTau217 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_binary",0.169918751578543
"amyloid_binary ~ pTau217 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary",0.169756191246175
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.170896487595266
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary",0.170358876489752
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.167574050821501
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + time_diff + sex + apoe_binary",0.170990058819318
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.168006889831351
"amyloid_binary ~ pTau217 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.167477622056694
"amyloid_binary ~ pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_binary",0.177433633666695
"amyloid_binary ~ pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.1743735876204
"amyloid_binary ~ pTau217 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.173877892764253
"amyloid_binary ~ pTau217 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.174715966240578
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.171406563195714
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary",0.170786974629405
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.168526614614699
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + time_diff + sex + apoe_binary",0.172297546929789
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.169789554390839
"amyloid_binary ~ pTau217 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.16935619101684
"amyloid_binary ~ pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_binary",0.175604164990887
"amyloid_binary ~ pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.172753911568421
"amyloid_binary ~ pTau217 + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.172205392424353
"amyloid_binary ~ pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.17493723810048
"amyloid_binary ~ pTau217 + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary",0.173656527379546
"amyloid_binary ~ pTau217 + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.170900369841867
"amyloid_binary ~ pTau217 + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.170421441028904
"amyloid_binary ~ pTau217 + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.171173306907186
"amyloid_binary ~ pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.176049259860751
"amyloid_binary ~ GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.303935445451662
"amyloid_binary ~ GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary",0.304329200618641
"amyloid_binary ~ GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.302673552695963
"amyloid_binary ~ GFAP + NFL + Ab_ratio + time_diff + sex + apoe_binary",0.313503210764003
"amyloid_binary ~ GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.310617572475579
"amyloid_binary ~ GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.312492734273754
"amyloid_binary ~ GFAP + NFL + age_at_appointment + time_diff + sex + apoe_binary",0.33869309723102
"amyloid_binary ~ GFAP + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.335973585557393
"amyloid_binary ~ GFAP + NFL + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.336780602511139
"amyloid_binary ~ GFAP + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.351554735721745
"amyloid_binary ~ GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary",0.306857928048
"amyloid_binary ~ GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.305436722409266
"amyloid_binary ~ GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.305804721021909
"amyloid_binary ~ GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.311734804441886
"amyloid_binary ~ GFAP + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.33795947333315
"amyloid_binary ~ NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary",0.325235621129388
"amyloid_binary ~ NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.322094538740891
"amyloid_binary ~ NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.321816706913962
"amyloid_binary ~ NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.334303438582907
"amyloid_binary ~ NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.350833577948919
"amyloid_binary ~ Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.322617763125835
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Ab_ratio + apoe_binary",0.16093993976879
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + apoe_binary",0.167529807341048
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + apoe_binary",0.170729586769551
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + sex + apoe_binary",0.17050763590794
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + Calculated_Consensus_dx + apoe_binary",0.16811516656385
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + age_at_appointment + apoe_binary",0.165523178940628
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + time_diff + apoe_binary",0.166183097729964
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + sex + apoe_binary",0.165567716630016
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.162734652683439
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + apoe_binary",0.175610459127692
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + sex + apoe_binary",0.174963397725836
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.172360832807521
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + sex + apoe_binary",0.176125811422018
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + Calculated_Consensus_dx + apoe_binary",0.173457335010026
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + GFAP + sex + Calculated_Consensus_dx + apoe_binary",0.172963444824899
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + age_at_appointment + apoe_binary",0.165799577012241
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + time_diff + apoe_binary",0.167358551322941
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + sex + apoe_binary",0.167004017687711
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.164787886869906
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + apoe_binary",0.172515128890589
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + sex + apoe_binary",0.171980058061226
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.16973626437902
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex + apoe_binary",0.175039149272607
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_binary",0.172846534094804
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + NFL + sex + Calculated_Consensus_dx + apoe_binary",0.172593662545666
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.168912268075318
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + sex + apoe_binary",0.168450580381788
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.165893582191636
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + time_diff + sex + apoe_binary",0.169229195989298
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.166616165731484
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.166282684191763
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + sex + apoe_binary",0.176790031322761
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.174227409243809
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.173814855909156
"amyloid_binary ~ ptau231 + ptau181 + pTau217 + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.175145793129424
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_binary",0.263603610245208
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + apoe_binary",0.269348607646358
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + apoe_binary",0.271789858020877
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary",0.270833249778704
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary",0.279615185854231
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + sex + apoe_binary",0.281473301294043
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.281008968917327
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + time_diff + sex + apoe_binary",0.289814717168386
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + time_diff + Calculated_Consensus_dx + apoe_binary",0.288324871435402
"amyloid_binary ~ ptau231 + ptau181 + GFAP + NFL + sex + Calculated_Consensus_dx + apoe_binary",0.293043198423135
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.269587737336474
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary",0.270204047816244
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.270193694108445
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + apoe_binary",0.272549413714603
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.272195301244177
"amyloid_binary ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.273994117220629
"amyloid_binary ~ ptau231 + ptau181 + GFAP + age_at_appointment + time_diff + sex + apoe_binary",0.284287148135668
"amyloid_binary ~ ptau231 + ptau181 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.284173123004916
"amyloid_binary ~ ptau231 + ptau181 + GFAP + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary",0.285774383675806
"amyloid_binary ~ ptau231 + ptau181 + GFAP + time_diff + sex + Calculated_Consensus_dx + apoe_binary",0.290138736100616
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + time_diff + apoe_binary",0.273933742240779
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary",0.274444207512333
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary",0.273846464259302
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + time_diff + sex + apoe_binary",0.281035864700069
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary",0.279693197649258
"amyloid_binary ~ ptau231 + ptau181 + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary",0.281591542618552
"amyloid_binary ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + sex + apoe_binary",0.286847665835191
"amyloid_binary ~ ptau231 + ptau181 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary",0.285800029493951
