model,press
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.925136662
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + sex + Calculated_Consensus_dx + apoe_binary,3.925301194
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.925340571
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_binary,3.925392625
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + sex,3.925456749
Amyloid_PET ~ ptau231 + pTau217 + GFAP + sex + apoe_binary,3.925506612
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + apoe_ternary,3.925851617
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + apoe_ternary,3.925861764
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + sex + Calculated_Consensus_dx,3.925909089
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + sex,3.926274329
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex + apoe_binary,3.926298457
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,3.926441263
Amyloid_PET ~ ptau181 + pTau217 + NFL + Calculated_Consensus_dx + apoe_binary,3.926628377
Amyloid_PET ~ ptau181 + pTau217 + NFL + Calculated_Consensus_dx,3.926746013
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + apoe_ternary,3.926923219
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + apoe_ternary,3.927142275
Amyloid_PET ~ pTau217 + time_diff,3.927381267
Amyloid_PET ~ ptau231 + pTau217 + GFAP + sex,3.927463167
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL,3.927479564
Amyloid_PET ~ ptau181 + pTau217 + sex + apoe_binary,3.927628735
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + sex,3.927678228
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + apoe_binary,3.927685606
Amyloid_PET ~ pTau217 + time_diff + apoe_binary,3.927883062
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + sex + apoe_binary,3.9281878
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex,3.928260823
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + Calculated_Consensus_dx,3.92827888
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + sex + apoe_binary,3.928439317
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_binary,3.928700198
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + time_diff + apoe_binary,3.929025101
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + sex + Calculated_Consensus_dx,3.92918051
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + sex + Calculated_Consensus_dx,3.929213199
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + sex + apoe_binary,3.929396604
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx + apoe_binary,3.929544741
Amyloid_PET ~ pTau217 + age_at_appointment,3.929916138
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx,3.929961766
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + sex,3.930586253
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_binary,3.930772374
Amyloid_PET ~ ptau231 + pTau217 + Calculated_Consensus_dx + apoe_binary,3.930923188
Amyloid_PET ~ ptau181 + pTau217 + sex,3.930998752
Amyloid_PET ~ ptau231 + pTau217 + Calculated_Consensus_dx,3.93161213
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + apoe_binary,3.931701483
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex,3.931758894
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + apoe_binary,3.932137475
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff,3.932325628
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + Calculated_Consensus_dx,3.93242452
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex + Calculated_Consensus_dx,3.932486073
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + apoe_ternary,3.932652441
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.932769893
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + Calculated_Consensus_dx + apoe_binary,3.9330436
Amyloid_PET ~ ptau181 + pTau217 + time_diff + sex + apoe_binary,3.933192469
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + sex,3.933342422
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex + apoe_binary,3.933557041
Amyloid_PET ~ pTau217 + age_at_appointment + time_diff + apoe_binary,3.933606776
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.933677249
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment,3.933697931
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + sex,3.933926525
Amyloid_PET ~ pTau217 + NFL,3.934146164
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_binary,3.934166123
Amyloid_PET ~ pTau217 + NFL + age_at_appointment,3.934172117
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + sex + apoe_binary,3.934242525
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + sex,3.93460758
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx,3.934921286
Amyloid_PET ~ pTau217 + NFL + apoe_binary,3.934993415
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL,3.93562222
Amyloid_PET ~ ptau231 + pTau217 + time_diff + Calculated_Consensus_dx + apoe_binary,3.935655002
Amyloid_PET ~ ptau231 + pTau217 + time_diff + Calculated_Consensus_dx,3.935688314
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.935700089
Amyloid_PET ~ ptau181 + pTau217 + time_diff + sex,3.935798746
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + sex + apoe_binary,3.935890726
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + sex + apoe_binary,3.935904374
Amyloid_PET ~ pTau217 + NFL + time_diff,3.935939339
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + Calculated_Consensus_dx,3.936121019
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + apoe_binary,3.93630824
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + sex + apoe_binary,3.936645345
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + time_diff + apoe_binary,3.936712958
Amyloid_PET ~ ptau231 + pTau217 + GFAP,3.936883603
Amyloid_PET ~ pTau217 + age_at_appointment + time_diff,3.93698196
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.937008073
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + time_diff + apoe_binary,3.937127966
Amyloid_PET ~ ptau231 + pTau217 + sex + apoe_binary,3.937143954
Amyloid_PET ~ ptau181 + pTau217 + NFL + sex + apoe_binary,3.937422501
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + sex + apoe_binary,3.937507137
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment,3.9375931
Amyloid_PET ~ ptau231 + pTau217 + GFAP + apoe_binary,3.937656015
Amyloid_PET ~ pTau217 + NFL + time_diff + apoe_binary,3.937739155
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + sex,3.938023972
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff,3.938099538
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff,3.938366067
Amyloid_PET ~ ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + apoe_binary,3.93893191
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + apoe_binary,3.938934849
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff,3.939274021
Amyloid_PET ~ ptau181 + pTau217 + NFL + sex,3.939521802
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + sex,3.939695
Amyloid_PET ~ ptau231 + pTau217 + GFAP + time_diff + apoe_binary,3.939851043
Amyloid_PET ~ ptau231 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary,3.940596388
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + sex + apoe_binary,3.940917171
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + sex,3.941135292
Amyloid_PET ~ ptau231 + pTau217 + sex,3.941243384
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Calculated_Consensus_dx + apoe_binary,3.941509441
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + apoe_binary,3.941524211
Amyloid_PET ~ pTau217 + NFL + age_at_appointment + time_diff,3.941555169
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + sex + apoe_binary,3.942031848
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx,3.942178106
Amyloid_PET ~ ptau231 + pTau217 + time_diff + sex + apoe_binary,3.942190728
Amyloid_PET ~ ptau231 + pTau217 + NFL + Calculated_Consensus_dx,3.942454292
Amyloid_PET ~ ptau231 + pTau217 + NFL + Calculated_Consensus_dx + apoe_binary,3.942539643
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + sex,3.942974365
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + sex,3.943155531
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + sex,3.943194747
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + Calculated_Consensus_dx,3.943277808
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + Calculated_Consensus_dx,3.94339823
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_binary,3.943738503
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + apoe_binary,3.943854242
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex,3.944076767
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + Calculated_Consensus_dx,3.944315128
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment,3.944470295
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,3.944725156
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.944940269
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + sex + apoe_binary,3.944943222
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + Calculated_Consensus_dx,3.94504472
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,3.94511748
Amyloid_PET ~ ptau231 + pTau217 + time_diff + sex,3.945540243
Amyloid_PET ~ ptau181 + pTau217 + apoe_binary,3.945798565
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_binary,3.946025895
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + sex + apoe_binary,3.946161108
Amyloid_PET ~ ptau231 + pTau217 + NFL + sex + apoe_binary,3.946438983
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_binary,3.946459171
Amyloid_PET ~ ptau181 + pTau217,3.946514059
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + sex,3.946532894
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + Calculated_Consensus_dx + apoe_binary,3.946648043
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff + apoe_binary,3.946650511
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + apoe_binary,3.946671181
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + NFL + age_at_appointment + time_diff,3.946989979
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP,3.947052858
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + apoe_binary,3.947335153
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + sex,3.947583932
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + sex + apoe_binary,3.947784108
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + sex,3.947840456
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + Calculated_Consensus_dx,3.947875588
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + sex + apoe_binary,3.948052874
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff,3.949007881
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + sex + apoe_binary,3.949078025
Amyloid_PET ~ ptau231 + pTau217 + NFL + sex,3.94916674
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + time_diff + apoe_binary,3.949347089
Amyloid_PET ~ ptau181 + pTau217 + time_diff,3.949938146
Amyloid_PET ~ ptau181 + pTau217 + time_diff + apoe_binary,3.949950637
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + sex + apoe_binary,3.950175194
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment,3.950704207
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + apoe_binary,3.950897338
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + sex,3.951926054
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment,3.95201895
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Calculated_Consensus_dx + apoe_binary,3.952703779
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + sex,3.95304368
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + Calculated_Consensus_dx,3.953530644
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + Calculated_Consensus_dx,3.95371993
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff + apoe_binary,3.953750769
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + sex,3.954359281
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + sex + apoe_binary,3.954430604
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex + apoe_binary,3.954596441
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + Calculated_Consensus_dx,3.954660887
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment,3.955157564
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff,3.955341022
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex + apoe_binary,3.955929781
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + sex,3.956092736
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + sex,3.956152338
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx + apoe_binary,3.956555537
Amyloid_PET ~ ptau181 + pTau217 + NFL,3.956563353
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + Calculated_Consensus_dx,3.956666349
Amyloid_PET ~ ptau231 + pTau217 + GFAP + age_at_appointment + time_diff + apoe_binary,3.956692685
Amyloid_PET ~ ptau181 + pTau217 + NFL + apoe_binary,3.956817778
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff + apoe_binary,3.957503952
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + sex + apoe_binary,3.957904208
Amyloid_PET ~ ptau231 + pTau217 + apoe_binary,3.95820021
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + sex,3.958519085
Amyloid_PET ~ ptau181 + pTau217 + age_at_appointment + time_diff,3.958592499
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + sex + apoe_binary,3.958730155
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff,3.95884917
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + sex,3.958957816
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + sex,3.95904093
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + apoe_binary,3.95906687
Amyloid_PET ~ ptau231 + pTau217,3.959405314
Amyloid_PET ~ ptau181 + pTau217 + NFL + time_diff + apoe_binary,3.960049498
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + sex,3.960236365
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + apoe_binary,3.960894088
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + sex,3.961705098
Amyloid_PET ~ ptau231 + pTau217 + time_diff + apoe_binary,3.96174555
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment,3.961892189
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex + apoe_binary,3.961929323
Amyloid_PET ~ ptau231 + pTau217 + time_diff,3.962239924
Amyloid_PET ~ ptau181 + pTau217 + NFL + age_at_appointment + time_diff,3.963348366
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + apoe_binary,3.963590418
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + sex,3.964745979
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff + apoe_binary,3.965619781
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + GFAP + age_at_appointment + time_diff,3.965967254
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment,3.967224462
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + sex,3.967564044
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + apoe_binary,3.968120008
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + sex,3.968917895
Amyloid_PET ~ ptau231 + pTau217 + NFL + apoe_binary,3.969062199
Amyloid_PET ~ ptau231 + pTau217 + NFL,3.969196054
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + apoe_binary,3.969379444
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff + apoe_binary,3.969955388
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff,3.970529014
Amyloid_PET ~ ptau231 + ptau181 + pTau217,3.970550979
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + apoe_binary,3.970593718
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment,3.971078276
Amyloid_PET ~ ptau231 + pTau217 + NFL + time_diff + apoe_binary,3.971337438
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff + apoe_binary,3.972065429
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff + apoe_binary,3.972832185
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + time_diff,3.973778883
Amyloid_PET ~ ptau231 + pTau217 + age_at_appointment + time_diff,3.974175108
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment,3.977618759
Amyloid_PET ~ ptau231 + pTau217 + NFL + age_at_appointment + time_diff,3.978202195
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + apoe_binary,3.978509423
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff + apoe_binary,3.978978047
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL,3.979762577
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment,3.98003381
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff + apoe_binary,3.980421449
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff + apoe_binary,3.981163049
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + time_diff,3.981464074
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + age_at_appointment + time_diff,3.985125823
Amyloid_PET ~ ptau231 + ptau181 + pTau217 + NFL + age_at_appointment + time_diff,3.987777039
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.730955945
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.731350449
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.732599584
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_ternary,5.732652635
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.736309062
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.741218722
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_ternary,5.742221128
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.746765378
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.752155744
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex + Calculated_Consensus_dx + apoe_binary,5.753515569
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.753544711
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_ternary,5.754045354
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.754092106
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.759799122
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,5.761448748
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,5.763565314
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_ternary,5.764974232
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + Calculated_Consensus_dx + apoe_binary,5.765622655
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_ternary,5.765817847
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_ternary,5.768477693
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.769165015
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + Calculated_Consensus_dx + apoe_binary,5.774049318
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.77658734
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_ternary,5.776824655
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_ternary,5.777502238
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex + apoe_ternary,5.778538073
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,5.782441942
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + apoe_ternary,5.783108054
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,5.783994939
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + apoe_ternary,5.784924934
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_ternary,5.785692407
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_ternary,5.786520415
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + sex + apoe_binary,5.788476297
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + Calculated_Consensus_dx + apoe_binary,5.790579981
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + Calculated_Consensus_dx + apoe_binary,5.791884868
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + Calculated_Consensus_dx + apoe_binary,5.792033943
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + time_diff + sex + apoe_ternary,5.792614702
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + sex + apoe_binary,5.796278517
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + age_at_appointment + sex + apoe_binary,5.798627514
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + time_diff + sex + apoe_binary,5.798916137
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + Calculated_Consensus_dx + apoe_binary,5.799217907
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + sex + apoe_binary,5.799594385
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + sex + apoe_binary,5.799704783
Amyloid_PET ~ ptau231 + ptau181 + GFAP + Ab_ratio + time_diff + sex + apoe_binary,5.799854457
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + time_diff + Calculated_Consensus_dx + apoe_binary,5.802038066
Amyloid_PET ~ ptau231 + ptau181 + GFAP + NFL + Ab_ratio + age_at_appointment + apoe_ternary,5.802185325
